complex_text,simple_text
"His career in cinema started in 1914 , when a casual acquaintance offered him a part in a film . Since that part , he decided to pursue a career in cinema .","His career in cinema started in 1914 , when a friend offered him a part in a movie ."
"After leaving Russia , Pavlova moved to London , England , settling in Ivy House on North End Road , Golders Green , near Hampstead Heath where she lived for the rest of her life .","After leaving Russia , Pavlova settled in Ivy House on North End Road , near Hampstead , where she lived for the rest of her life ."
This relatively small campaign was of momentous consequences as Granada was the last outpost of Al-Andalus in Spain and its fall brought to an end 780 years of Muslim control in the Iberian peninsula .,This relatively small campaign was of enormous consequences because Granada was the last outpost of Al-Andalus in Spain and its fall meant the end of 780 years of Muslim control in the Iberian Peninsula .
"In 1179 , Waldo and one of his disciples went to Rome where they were welcomed by Pope Alexander III , and the Roman Curia .","In 1179 , Waldo and one of his followers went to Rome , where they were welcomed by Pope Alexander III , and the Roman Curia ."
"Missionaries also had a big influence on the Aboriginal people of the Alligator Rivers region , many of whom lived and were schooled at missions in their youth .",Missionaries had a big influence on the Aboriginal people of the Alligator Rivers area . Many of the people lived and went to school at missions .
"The legal trademark on the term `` Muppet '' is currently held by The Muppets Holding Company ( now The Muppets Studio , LLC , a division of The Walt Disney Company ) ; although Sesame Workshop and The Jim Henson Company continue to use the term on their characters with certain permissions .","The term `` muppet '' is trademarked and owned by The Walt Disney Company . Puppets used in Sesame Street are still called muppets at times , and have special permission to use that name from The Walt Disney Company ."
"The company was founded in 1986 by Pleasant Rowland , and its products were originally purchasable by mail order only . In 1998 , Pleasant Company became a subsidiary of Mattel .","The American Girl series was first created by The Pleasant Company in 1986 , but today it is made by Mattel , a large toy company ."
"Matthew Paige `` Matt '' Damon ( born October 8 , 1970 ) is an American actor , screenwriter , and philanthropist whose career was launched following the success of the film Good Will Hunting ( 1997 ) , from a screenplay he co-wrote with friend Ben Affleck .","Matthew Paige `` Matt '' Damon ( born October 8 , 1970 ) is an American actor and screenwriter ."
"Jura is one of four departments of the Franche-Comt Ã region and is surrounded by the French departments of Doubs , Haute-Sa Ã ne , CÃ te-d ` Or , SaÃ ne-et-Loire , and Ain , as well as the Swiss canton of Vaud on the east .","Jura is one of four departments of the Franche-Comt Ã region . The French departments of Doubs , Haute-Sa Ã ne , CÃ te-d ` Or , SaÃ ne-et-Loire , and Ain , are next to it ."
"From 800 AD to 1400 AD , this ancient civilization farmed the area and built irrigation canals , constructing more than 125 miles of canals , much of which remains extant today .","From 800 AD to 1400 AD , this ancient civilization farmed the area and built ingenious irrigation canals ."
"In 1970 , Virginia Commonwealth University , also located in Richmond , named its main campus library `` James Branch Cabell Library '' in his honor .","In 1970 , Virginia Commonwealth University in Richmond named its main campus library `` James Branch Cabell Library '' ."
"Floods in 1992 did not reach the same levels at Forbes as in 1990 , however , Lachlan Valley farmers lost about 30 percent of their lucerne crops just before harvest .","Floods in 1992 were smaller than 1990 , but Lachlan Valley farmers lost about 30 percent of their lucerne crops just before harvest ."
"The names of the three dynasties , Cholas , Pandyas , and Cheras are mentioned in the Pillars of Ashoka ( inscribed 273 â `` 232 BCE ) inscriptions , among the kingdoms , which though not subject to Ashoka , were on friendly terms with him .","The names of the three dynasties , Cholas , Pandyas , and Keralaputras or Cheras are mentioned in the Pillars of Ashoka ( inscribed 273 -- 232 BCE ) inscriptions , where they are mentioned among the kingdoms , which though not subject to Ashoka , were on friendly terms with him ."
"Manchester City Council is the local authority for Manchester , a city and metropolitan borough in Greater Manchester , England , United Kingdom .","Manchester City Council is the local government for Manchester . Manchester is a city and metropolitan borough in Greater Manchester , England ."
"Germanicus 's widow Agrippina the Elder and two of her sons , Nero Caesar and Drusus Caesar were arrested and exiled in AD 30 and later all died in suspicious circumstances .",Germanicus 's widow Agrippina the Elder and two of her sons were arrested and exiled in AD 30 and later all died in suspicious circumstances .
Achilles and the Myrmidons are the fastest rowers and land before anyone else . They kill many Trojans and desecrate the temple of Apollo .,Achilles and the Myrmidons kill many Trojans .
"If the lever was pushed forward and the driver took his foot off the left pedal , the Model T entered high gear , but only when the handbrake lever was fully forward .","Step on the pedal all the way to the left , move the throttle lever to `` give it the gas '' and gently move the floor lever forward . This is low gear , the powerful gear used to get the Model T moving ."
Jains have an ancient tradition of scholarship and have the highest degree of literacy for a religious community in India . Jain libraries are the oldest in the country .,Jains have an ancient tradition of scholarship and have the highest degree of literacy in India ; Jain libraries are the oldest in the country .
"Louise Marie ThÃ rÃ se Bathilde d'Orl Ã ans , Princess of CondÃ ( 9 July 1750 -- 10 January 1822 ) , was a French princess .","Bathilde d'Orl Ã ans ( Louise Marie ThÃ rÃ se Bathilde ; 9 July 1750 -- 10 January 1822 ) , was a French princess ."
"Real Salt Lake is an American professional soccer club based in the Salt Lake City suburb of Sandy , Utah which competes in Major League Soccer ( MLS ) , the top professional soccer league in the United States and Canada .","Real Salt Lake is an American soccer team . They play in Major League Soccer in Salt Lake City , Utah ."
"The Congress Avenue Bridge in Austin , Texas is the summer home to North America 's largest urban bat colony , an estimated 1,500,000 Mexican free-tailed bats , which eat an estimated 10,000 to 30,000 pounds of insects each night . An estimated 100,000 tourists per year visit the bridge at twilight to watch the bats leave the roost .","Austin , Texas is the summer home to North America 's largest urban bat colony ( under the Congress Avenue bridge ) , an estimated 1,500,000 Mexican free-tailed bats , who eat an estimated 10 to 30 tons of insects each night , and attract 100,000 tourists each year ."
The New York Times described downtown Scottsdale as `` a desert version of Miami 's South Beach '' and as having `` plenty of late night partying and a buzzing hotel scene '' .,The New York Times described downtown Scottsdale as `` a desert version of Miami 's South Beach . '' The Times article also stated there was `` plenty of late night partying and a buzzing hotel scene '' .
